MPI,	OMP,	Send MSG,	OMP time,	Array,	Recv msg,	total time
12,22,	0.584330,	0.223840,	0.120522,	0.329123,	1.459134,

12,23,	0.608623,	0.181475,	0.077624,	0.331413,	1.452888,

12,24,	0.608897,	0.319981,	0.067652,	0.339035,	1.506072,

12,25,	0.289937,	0.211228,	0.097829,	0.231883,	0.959126,

12,26,	0.298331,	0.193867,	0.076654,	0.238646,	0.999058,

12,27,	0.290464,	0.239842,	0.076498,	0.227615,	0.970704,

12,28,	0.303090,	0.190163,	0.083804,	0.236390,	1.002790,

12,29,	0.300144,	0.215723,	0.072773,	0.227618,	0.998427,

12,30,	0.307014,	0.241092,	0.092039,	0.231272,	0.988688,

13,1,	0.544745,	0.413250,	0.055014,	0.611131,	3.141086,

13,2,	0.399005,	0.244283,	0.055175,	0.385365,	1.988256,

13,3,	0.350457,	0.180815,	0.055711,	0.324416,	1.592583,

13,4,	0.331250,	0.149107,	0.069256,	0.298476,	1.434176,

13,5,	0.318278,	0.166682,	0.070921,	0.268691,	1.315308,

13,6,	0.316498,	0.180535,	0.056572,	0.253588,	1.250156,

13,7,	0.326637,	0.183122,	0.063562,	0.254779,	1.220851,

13,8,	0.320015,	0.171703,	0.056766,	0.248685,	1.220302,

13,9,	0.317278,	0.179931,	0.057749,	0.252832,	1.211275,

13,10,	0.365449,	0.198826,	0.060321,	0.259605,	1.274434,

13,11,	0.352477,	0.213862,	0.062243,	0.260443,	1.268729,

13,12,	0.350740,	0.174967,	0.059802,	0.246622,	1.242262,

13,13,	0.377810,	0.223119,	0.060225,	0.274246,	1.307958,

13,14,	0.432857,	0.201613,	0.059795,	0.274825,	1.375161,

13,15,	0.401586,	0.221364,	0.086365,	0.282422,	1.315447,

13,16,	0.445860,	0.232023,	0.067723,	0.268553,	1.370037,

13,17,	0.498880,	0.224639,	0.094081,	0.282303,	1.499269,

13,18,	0.480924,	0.216897,	0.096283,	0.294134,	1.451917,

13,19,	0.561467,	0.276664,	0.070586,	0.302977,	1.562288,

13,20,	0.612610,	0.204920,	0.060067,	0.329580,	1.650976,

13,21,	0.632230,	0.218883,	0.080423,	0.335100,	1.763489,

13,22,	0.630378,	0.311652,	0.056632,	0.333472,	1.728475,

13,23,	0.655848,	0.240026,	0.086951,	0.347043,	1.852536,

